0.000000 3.000000 -0.000000
0.010010 2.999850 -5.096373
0.020020 2.999399 -10.011703
0.030030 2.998648 -14.683423
0.040040 2.997598 -19.067932
0.050050 2.996250 -23.140405
0.060060 2.994604 -26.892320
0.070070 2.992662 -30.327852
0.080080 2.990427 -33.460088
0.090090 2.987899 -36.307678
0.100100 2.985082 -38.892188
0.110110 2.981977 -41.236172
0.120120 2.978588 -43.361887
0.130130 2.974917 -45.290496
0.140140 2.970968 -47.041626
0.150150 2.966744 -48.633181
0.160160 2.962248 -50.081297
0.170170 2.957484 -51.400407
0.180180 2.952457 -52.603349
0.190190 2.947171 -53.701508
0.200200 2.941629 -54.704952
0.210210 2.935836 -55.622582
0.220220 2.929798 -56.462260
0.230230 2.923518 -57.230937
0.240240 2.917003 -57.934754
0.250250 2.910256 -58.579150
0.260260 2.903283 -59.168939
0.270270 2.896090 -59.708390
0.280280 2.888682 -60.201292
0.290290 2.881064 -60.651009
0.300300 2.873241 -61.060533
0.310310 2.865220 -61.432523
0.320320 2.857007 -61.769348
0.330330 2.848606 -62.073111
0.340340 2.840024 -62.345686
0.350350 2.831266 -62.588738
0.360360 2.822338 -62.803744
0.370370 2.813246 -62.992012
0.380380 2.803996 -63.154698
0.390390 2.794594 -63.292820
0.400400 2.785045 -63.407266
0.410410 2.775356 -63.498813
0.420420 2.765531 -63.568126
0.430430 2.755577 -63.615773
0.440440 2.745499 -63.642230
0.450450 2.735303 -63.647884
0.460460 2.724995 -63.633042
0.470470 2.714579 -63.597933
0.480480 2.704062 -63.542710
0.490490 2.693449 -63.467456
0.500501 2.682744 -63.372183
0.510511 2.671954 -63.256836
0.520521 2.661083 -63.121292
0.530531 2.650137 -62.965362
0.540541 2.639120 -62.788793
0.550551 2.628037 -62.591262
0.560561 2.616892 -62.372381
0.570571 2.605692 -62.131694
0.580581 2.594440 -61.868674
0.590591 2.583140 -61.582725
0.600601 2.571797 -61.273174
0.610611 2.560416 -60.939275
0.620621 2.548999 -60.580202
0.630631 2.537553 -60.195045
0.640641 2.526079 -59.782810
0.650651 2.514583 -59.342413
0.660661 2.503068 -58.872676
0.670671 2.491537 -58.372325
0.680681 2.479994 -57.839981
0.690691 2.468443 -57.274160
0.700701 2.456887 -56.673266
0.710711 2.445328 -56.035590
0.720721 2.433771 -55.359302
0.730731 2.422218 -54.642449
0.740741 2.410672 -53.882954
0.750751 2.399135 -53.078614
0.760761 2.387611 -52.227099
0.770771 2.376102 -51.325957
0.780781 2.364611 -50.372617
0.790791 2.353140 -49.364396
0.800801 2.341691 -48.298516
0.810811 2.330267 -47.172120
0.820821 2.318870 -45.982292
0.830831 2.307501 -44.726098
0.840841 2.296163 -43.400619
0.850851 2.284858 -42.003006
0.860861 2.273588 -40.530542
0.870871 2.262353 -38.980718
0.880881 2.251157 -37.351320
0.890891 2.240000 -35.640534
0.900901 2.228884 -33.847063
0.910911 2.217810 -31.970249
0.920921 2.206780 -30.010211
0.930931 2.195795 -27.967983
0.940941 2.184857 -25.845644
0.950951 2.173966 -23.646439
0.960961 2.163123 -21.374876
0.970971 2.152330 -19.036786
0.980981 2.141588 -16.639337
0.990991 2.130897 -14.190997
1.001001 2.120259 -11.701425
1.011011 2.109674 -9.181310
1.021021 2.099143 -6.642144
1.031031 2.088666 -4.095945
1.041041 2.078245 -1.554951
1.051051 2.067880 0.968708
1.061061 2.057571 3.463322
1.071071 2.047320 5.917892
1.081081 2.037126 8.322373
1.091091 2.026990 10.667865
1.101101 2.016913 12.946732
1.111111 2.006894 15.152668
1.121121 1.996935 17.280700
1.131131 1.987035 19.327139
1.141141 1.977195 21.289498
1.151151 1.967414 23.166376
1.161161 1.957694 24.957331
1.171171 1.948035 26.662742
1.181181 1.938436 28.283674
1.191191 1.928897 29.821747
1.201201 1.919419 31.279016
1.211211 1.910002 32.657866
1.221221 1.900646 33.960914
1.231231 1.891350 35.190934
1.241241 1.882116 36.350783
1.251251 1.872942 37.443355
1.261261 1.863829 38.471528
1.271271 1.854776 39.438135
1.281281 1.845785 40.345933
1.291291 1.836853 41.197587
1.301301 1.827982 41.995650
1.311311 1.819172 42.742560
1.321321 1.810421 43.440629
1.331331 1.801731 44.092040
1.341341 1.793100 44.698849
1.351351 1.784529 45.262983
1.361361 1.776017 45.786244
1.371371 1.767565 46.270310
1.381381 1.759171 46.716742
1.391391 1.750836 47.126985
1.401401 1.742559 47.502373
1.411411 1.734341 47.844135
1.421421 1.726181 48.153400
1.431431 1.718078 48.431199
1.441441 1.710032 48.678471
1.451451 1.702044 48.896066
1.461461 1.694113 49.084751
1.471471 1.686237 49.245213
1.481481 1.678419 49.378059
1.491491 1.670656 49.483826
1.501502 1.662948 49.562977
1.511512 1.655296 49.615908
1.521522 1.647698 49.642950
1.531532 1.640155 49.644370
1.541542 1.632667 49.620373
1.551552 1.625232 49.571106
1.561562 1.617850 49.496656
1.571572 1.610522 49.397054
1.581582 1.603247 49.272278
1.591592 1.596024 49.122250
1.601602 1.588853 48.946839
1.611612 1.581734 48.745863
1.621622 1.574666 48.519088
1.631632 1.567649 48.266230
1.641642 1.560683 47.986956
1.651652 1.553767 47.680883
1.661662 1.546902 47.347581
1.671672 1.540085 46.986574
1.681682 1.533318 46.597338
1.691692 1.526600 46.179307
1.701702 1.519930 45.731868
1.711712 1.513308 45.254371
1.721722 1.506734 44.746124
1.731732 1.500207 44.206399
1.741742 1.493728 43.634434
1.751752 1.487294 43.029438
1.761762 1.480907 42.390592
1.771772 1.474566 41.717058
1.781782 1.468271 41.007985
1.791792 1.462021 40.262513
1.801802 1.455815 39.479784
1.811812 1.449654 38.658950
1.821822 1.443537 37.799185
1.831832 1.437464 36.899697
1.841842 1.431434 35.959744
1.851852 1.425447 34.978646
1.861862 1.419502 33.955804
1.871872 1.413600 32.890723
1.881882 1.407740 31.783025
1.891892 1.401922 30.632477
1.901902 1.396145 29.439013
1.911912 1.390409 28.202754
1.921922 1.384713 26.924038
1.931932 1.379057 25.603441
1.941942 1.373442 24.241797
1.951952 1.367866 22.840224
1.961962 1.362329 21.400141
1.971972 1.356831 19.923280
1.981982 1.351372 18.411699
1.991992 1.345950 16.867785
2.002002 1.340567 15.294252
2.012012 1.335221 13.694132
2.022022 1.329913 12.070755
2.032032 1.324642 10.427731
2.042042 1.319407 8.768908
2.052052 1.314208 7.098340
2.062062 1.309046 5.420236
2.072072 1.303919 3.738911
2.082082 1.298827 2.058732
2.092092 1.293771 0.384060
2.102102 1.288749 -1.280806
2.112112 1.283762 -2.931680
2.122122 1.278809 -4.564544
2.132132 1.273890 -6.175588
2.142142 1.269004 -7.761253
2.152152 1.264152 -9.318260
2.162162 1.259333 -10.843634
2.172172 1.254546 -12.334719
2.182182 1.249792 -13.789186
2.192192 1.245070 -15.205036
2.202202 1.240380 -16.580592
2.212212 1.235721 -17.914491
2.222222 1.231094 -19.205664
2.232232 1.226498 -20.453322
2.242242 1.221933 -21.656932
2.252252 1.217398 -22.816194
2.262262 1.212893 -23.931018
2.272272 1.208419 -25.001499
2.282282 1.203974 -26.027895
2.292292 1.199558 -27.010601
2.302302 1.195172 -27.950132
2.312312 1.190815 -28.847096
2.322322 1.186486 -29.702185
2.332332 1.182186 -30.516148
2.342342 1.177915 -31.289783
2.352352 1.173671 -32.023920
2.362362 1.169455 -32.719409
2.372372 1.165266 -33.377111
2.382382 1.161105 -33.997889
2.392392 1.156970 -34.582596
2.402402 1.152863 -35.132076
2.412412 1.148782 -35.647149
2.422422 1.144727 -36.128616
2.432432 1.140699 -36.577247
2.442442 1.136696 -36.993782
2.452452 1.132719 -37.378929
2.462462 1.128767 -37.733358
2.472472 1.124841 -38.057705
2.482482 1.120940 -38.352566
2.492492 1.117063 -38.618500
2.502503 1.113211 -38.856026
2.512513 1.109384 -39.065624
2.522523 1.105580 -39.247734
2.532533 1.101801 -39.402758
2.542543 1.098045 -39.531058
2.552553 1.094313 -39.632958
2.562563 1.090604 -39.708744
2.572573 1.086919 -39.758664
2.582583 1.083256 -39.782930
2.592593 1.079616 -39.781717
2.602603 1.075999 -39.755166
2.612613 1.072404 -39.703383
2.622623 1.068831 -39.626438
2.632633 1.065281 -39.524373
2.642643 1.061752 -39.397194
2.652653 1.058244 -39.244879
2.662663 1.054759 -39.067374
2.672673 1.051294 -38.864600
2.682683 1.047851 -38.636447
2.692693 1.044428 -38.382783
2.702703 1.041027 -38.103450
2.712713 1.037646 -37.798268
2.722723 1.034285 -37.467036
2.732733 1.030944 -37.109536
2.742743 1.027624 -36.725533
2.752753 1.024324 -36.314779
2.762763 1.021043 -35.877013
2.772773 1.017782 -35.411970
2.782783 1.014540 -34.919376
2.792793 1.011318 -34.398961
2.802803 1.008114 -33.850456
2.812813 1.004930 -33.273600
2.822823 1.001764 -32.668144
2.832833 0.998617 -32.033860
2.842843 0.995489 -31.370540
2.852853 0.992379 -30.678009
2.862863 0.989287 -29.956127
2.872873 0.986213 -29.204798
2.882883 0.983157 -28.423976
2.892893 0.980119 -27.613675
2.902903 0.977098 -26.773972
2.912913 0.974095 -25.905023
2.922923 0.971109 -25.007063
2.932933 0.968140 -24.080420
2.942943 0.965189 -23.125517
2.952953 0.962254 -22.142887
2.962963 0.959336 -21.133176
2.972973 0.956435 -20.097146
2.982983 0.953550 -19.035687
2.992993 0.950681 -17.949818
3.003003 0.947829 -16.840690
3.013013 0.944993 -15.709586
3.023023 0.942173 -14.557926
3.033033 0.939369 -13.387256
3.043043 0.936581 -12.199254
3.053053 0.933808 -10.995717
3.063063 0.931051 -9.778552
3.073073 0.928309 -8.549771
3.083083 0.925582 -7.311476
3.093093 0.922871 -6.065842
3.103103 0.920174 -4.815107
3.113113 0.917492 -3.561550
3.123123 0.914826 -2.307478
3.133133 0.912173 -1.055202
3.143143 0.909536 0.192975
3.153153 0.906913 1.434782
3.163163 0.904304 2.667994
3.173173 0.901709 3.890451
3.183183 0.899129 5.100070
3.193193 0.896562 6.294863
3.203203 0.894010 7.472945
3.213213 0.891471 8.632547
3.223223 0.888946 9.772023
3.233233 0.886434 10.889854
3.243243 0.883936 11.984655
3.253253 0.881451 13.055175
3.263263 0.878980 14.100295
3.273273 0.876522 15.119031
3.283283 0.874077 16.110528
3.293293 0.871645 17.074054
3.303303 0.869225 18.008999
3.313313 0.866819 18.914863
3.323323 0.864425 19.791255
